Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
LINCS_L1000_Chem_Pert_down	LJP009 HT29 24H-mitoxantrone-10	17/104	3.223364e-16	5.898757e-12	0	0	2.104899e+01	7.508372e+02	IVNS1ABP;GPX2;S100A2;ITGB4;AHNAK2;KRT23;ATP1B1;TM4SF1;SERPINB5;KLF5;SLPI;KRT17;TRIM29;FXYD3;KRT16;KRT14;KRT6B
LINCS_L1000_Chem_Pert_down	LJP006 SKBR3 24H-MK-2206-10	14/71	9.226980e-15	7.162615e-11	0	0	2.607074e+01	8.425189e+02	S100A2;CLTB;TACSTD2;KRT5;SERPINB5;SLPI;RAB25;KRT17;KRT16;RBP1;KRT14;DSG3;KRT6B;KRT6A
LINCS_L1000_Chem_Pert_down	LJP005 SKBR3 3H-CGP-60474-1.11	15/89	1.174199e-14	7.162615e-11	0	0	2.161359e+01	6.932689e+02	JAG1;S100A2;AHNAK2;TACSTD2;KRT23;KRT5;SERPINB5;TBX3;KRT17;TRIM29;KRT16;KRT14;SOX9;KRT6B;KRT6A
LINCS_L1000_Chem_Pert_down	LJP007 HT29 24H-CGP-60474-1.11	15/91	1.657975e-14	7.585237e-11	0	0	2.104267e+01	6.676966e+02	IVNS1ABP;GPX2;MMP7;S100A2;JUP;KRT5;ATP1B1;TM4SF1;SERPINB5;KLF5;KRT17;TRIM29;FXYD3;KRT14;KRT6B
LINCS_L1000_Chem_Pert_down	LJP009 PC3 24H-GSK-2334470-3.33	13/60	2.309855e-14	8.454069e-11	0	0	2.921709e+01	9.173876e+02	COL17A1;CALML5;S100A2;CRABP2;ACSL1;SLC2A1;SERPINB5;KRT16;KRT14;CLCA2;KRT6B;KRT6A;DSC3
LINCS_L1000_Chem_Pert_down	LJP005 BT20 24H-CGP-60474-3.33	13/66	8.675736e-14	2.646100e-10	0	0	2.590162e+01	7.790085e+02	GPX2;MMP7;TACSTD2;KRT5;ATP1B1;TPD52L1;SERPINB5;HOPX;VSNL1;KRT17;KRT14;KRT6B;DSC3
LINCS_L1000_Chem_Pert_down	LJP005 BT20 24H-LDN-193189-10	16/124	1.151891e-13	3.011371e-10	0	0	1.585507e+01	4.723575e+02	IVNS1ABP;MMP7;TACSTD2;SLC2A1;SPINT2;KRT5;ATP1A1;ATP1B1;TPD52L1;HOPX;EGFR;SLPI;KRT17;SCGB1D2;KRT14;CLCA2
LINCS_L1000_Chem_Pert_down	LJP005 BT20 24H-AZD-6482-3.33	11/41	1.843572e-13	4.217170e-10	0	0	3.835450e+01	1.124627e+03	S100A2;KRT17;TRIM29;KRT16;KRT14;DEFB1;ENO1;KRT6B;SERPINB5;TM4SF1;KRT6A
LINCS_L1000_Chem_Pert_down	LJP006 BT20 24H-A443654-0.04	15/112	3.951950e-13	8.035632e-10	0	0	1.646949e+01	4.703587e+02	FOXC1;CLIC3;S100A2;CRABP2;LMO4;DHCR24;KRT5;TPD52L1;VAMP8;KRT17;TRIM29;KRT14;CKB;KRT6B;KRT6A
LINCS_L1000_Chem_Pert_down	LJP006 MCF10A 3H-PHA-793887-0.12	12/59	5.323227e-13	9.741505e-10	0	0	2.682617e+01	7.581484e+02	MMP7;SLPI;KRT17;TRIM29;PERP;KRT14;TACSTD2;KRT23;MT1X;ENO1;KRT5;ATP1A1
LINCS_L1000_Chem_Pert_down	LJP006 LNCAP 3H-THZ-2-98-01-10	12/65	1.817711e-12	2.950800e-09	0	0	2.378202e+01	6.429098e+02	CALML5;CRABP2;FXYD3;KRT14;TACSTD2;LYPD3;KRT5;S100A14;KRT6B;TM4SF1;SERPINB5;KRT6A
