Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Ribosome	24/158	1.152178e-21	2.477183e-19	0	0	2.001289e+01	9.648741e+02	RPL4;RPS7;RPS8;RPL23;RPLP1;RPLP0;RPS15;RPL7A;RPS19;RPS18;RPS29;RPL37A;RPL36;RPL35;RPLP2;RPL27;RPL37;RPL26;RPL29;RPL18;RPL28;RPS21;RPS24;RPS12
KEGG_2021_Human	Coronavirus disease	25/232	8.455803e-19	9.089989e-17	0	0	1.352174e+01	5.626972e+02	RPL4;RPLP1;RPLP0;RPS15;RPL7A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL37;RPL18;RPS12;RPS7;RPS8;RPL23;RPS29;RPL37A;RPL27;RPL26;RPL29;RPL28;RPS21;RPS24;HBEGF
KEGG_2021_Human	Salmonella infection	12/249	8.242391e-06	5.907047e-04	0	0	5.268785e+00	6.167756e+01	PYCARD;TUBA1C;KLC3;TUBB2A;MYC;AHNAK2;ARPC5L;IL18;TXN;DYNLL1;TUBB4B;TUBA4A
KEGG_2021_Human	Pathogenic Escherichia coli infection	10/197	3.041861e-05	1.635000e-03	0	0	5.520124e+00	5.741181e+01	PYCARD;TUBA1C;CLDN4;TUBB2A;ARPC5L;IL18;EZR;TUBB4B;CLDN1;TUBA4A
KEGG_2021_Human	p53 signaling pathway	6/73	9.048314e-05	3.890775e-03	0	0	9.108940e+00	8.480739e+01	CCND1;PERP;PMAIP1;SFN;SERPINB5;BBC3
KEGG_2021_Human	Gap junction	6/88	2.544778e-04	9.118789e-03	0	0	7.437013e+00	6.155093e+01	TUBA1C;GJA1;TUBB2A;TUBB4B;TUBA4A;GNAI1
KEGG_2021_Human	Tight junction	8/169	3.073022e-04	9.438567e-03	0	0	5.082557e+00	4.110609e+01	TUBA1C;CLDN4;CCND1;ARPC5L;EZR;CLDN1;YBX3;TUBA4A
KEGG_2021_Human	Bladder cancer	4/41	7.356418e-04	1.977037e-02	0	0	1.090072e+01	7.864614e+01	CCND1;MYC;FGFR3;HBEGF
KEGG_2021_Human	Chemical carcinogenesis	8/239	2.862947e-03	6.839261e-02	0	0	3.529762e+00	2.066995e+01	CBR1;KLF5;GSTA4;CCND1;MYC;ADRB2;KLF4;GNAI1
KEGG_2021_Human	Parkinson disease	8/249	3.671393e-03	7.893494e-02	0	0	3.381570e+00	1.896109e+01	TUBA1C;KLC3;TUBB2A;CALML3;TXN;TUBB4B;GNAI1;TUBA4A
