Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
LINCS_L1000_Chem_Pert_down,LJP005 HS578T 24H-LDN-193189-10,21/141,6.728873345885738e-19,1.3303655492150691e-14,0,0,19.24022346368715,805.0630723516136,CAP1;TMED9;SPARC;CD81;IGFBP4;TPM1;RHOC;RHOA;COL1A1;COL1A2;MAP1B;COL6A2;PSAP;COL6A1;GNAS;PMP22;IGFBP7;FXYD5;PPIB;AP2M1;CD99
LINCS_L1000_Chem_Pert_down,LJP006 A375 24H-QL-X-138-10,18/176,1.9374725784882005e-13,1.91528851746451e-09,0,0,12.295034079844209,359.9029656050957,IFITM3;IFITM2;SPARC;CAV1;TPM1;CNN3;EID1;SH3BGRL;COL1A2;IFI16;MAP1B;MGP;SPARCL1;TIMP3;S100A4;IGFBP7;TCF4;CD59
LINCS_L1000_Chem_Pert_down,LJP007 HEPG2 24H-dacomitinib-10,12/57,3.422292293319513e-13,2.255404697707336e-09,0,0,28.02127659574468,804.3029858101831,IFITM3;CD74;IFITM2;COL1A2;SERPINF1;CAV1;MGP;CIRBP;TXNIP;S100A4;XIST;CLU
LINCS_L1000_Chem_Pert_down,LJP008 PC3 24H-I-BET151-3.33,18/187,5.538236390172864e-13,2.7374117917526918e-09,0,0,11.48832823980753,324.2227965493449,PDIA3;SPARC;C1S;C1R;SERPINF1;NUCKS1;PCOLCE;ZFP36L1;COL1A1;COL1A2;IFI16;COL6A2;COL6A1;MGP;S100A6;SPARCL1;S100A4;IGFBP7
LINCS_L1000_Chem_Pert_down,LJP006 HA1E 24H-QL-XII-47-3.33,18/195,1.1380653924920029e-12,4.5001381749918775e-09,0,0,10.964611659526916,301.54536529552377,COL18A1;SPARC;IGFBP4;TPM1;EMP3;PDIA6;DCN;HSP90B1;CNN3;COL1A1;CALD1;DDAH2;MGP;ARL6IP5;PSME1;SERPINH1;TIMP3;IGFBP7
LINCS_L1000_Chem_Pert_down,LJP006 HME1 24H-QL-XII-47-1.11,16/152,2.8444434939815348e-12,8.760324628710221e-09,0,0,12.572890025575449,334.2584999254585,SPARC;IGFBP4;CAV1;TSC22D3;DCN;HSP90B1;COL1A1;CST3;COL1A2;IFI16;CALD1;MGP;PSME1;TIMP3;IGFBP7;LY6E
LINCS_L1000_Chem_Pert_down,LJP009 A375 24H-XMD-892-10,13/86,3.101627252084949e-12,8.760324628710221e-09,0,0,18.78624276609772,497.8184171386762,IFITM3;PDIA3;PNISR;IFITM2;SPARC;C1R;TPM1;PCOLCE;N4BP2L2;IFI16;COL6A2;COL6A1;XIST
LINCS_L1000_Chem_Pert_down,LJP006 HME1 24H-celastrol-3.33,11/55,6.181822838838669e-12,1.5277602418334917e-08,0,0,26.132275132275133,674.4585490333595,CAP1;CD63;LGALS1;ANXA5;GNAS;LUC7L3;FLNA;CD59;RHOC;RHOA;CNN3
LINCS_L1000_Chem_Pert_down,LJP005 HEPG2 24H-pelitinib-10,14/113,7.28700703945346e-12,1.6007935130781595e-08,0,0,14.978494623655914,384.1224193356786,C1S;SERPINF1;CIRBP;DCN;COL1A1;COL1A2;CALD1;COL6A2;MGP;GNAS;SPARCL1;TIMP3;TCF4;CD99
LINCS_L1000_Chem_Pert_down,LJP009 HEPG2 24H-dabrafenib-1.11,10/44,1.472766743060654e-11,2.911807127705219e-08,0,0,30.59752321981424,763.1417994411703,EID1;SPARC;LGALS1;GADD45B;GNAS;SPARCL1;IGFBP7;S100A4;VIM;CLU
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 3H-NVP-AUY922-10,11/61,2.0502743910360157e-11,3.6850886350157326e-08,0,0,22.98941798941799,565.7802067840395,IFITM3;GSN;CD81;ID2;GNAS;PRRC2C;IGFBP7;LRRFIP1;XIST;LY6E;ZFP36L1
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-afatinib-10,15/154,4.288498511231986e-11,7.065658672130634e-08,0,0,11.468598094497375,273.7841005407,IFITM3;IFITM2;SPARC;GADD45B;CAV1;TPM1;CIRBP;CLU;CNN3;COL1A2;CALD1;TIMP3;FLNA;TCF4;CD59
LINCS_L1000_Chem_Pert_down,LJP007 HA1E 24H-vorinostat-10,15/158,6.197081321788054e-11,9.424807293313205e-08,0,0,11.145530145530143,261.9685261405865,IFITM3;COL18A1;SPARC;TPM1;EMP3;ZFP36L1;COL1A1;COL1A2;IFI16;COL6A2;COL6A1;SERPINH1;TCF4;XIST;CD44
LINCS_L1000_Chem_Pert_down,LJP009 HEPG2 24H-KIN001-220-10,10/53,1.0705658109380518e-10,1.5118683320040158e-07,0,0,24.18237454100367,555.1708203893505,COL1A1;COL1A2;IGFBP4;FUS;CAV1;MGP;S100A4;SRSF7;DCN;CNN3
LINCS_L1000_Chem_Pert_down,LJP006 HME1 24H-CHIR-99021-10,14/140,1.3666308180618843e-10,1.8013105269267677e-07,0,0,11.75268817204301,266.9447118945176,SPARC;GADD45B;CAV1;TSC22D3;CYBA;SH3BGRL;COL1A2;IFI16;TXNIP;IGFBP7;CD59;FXYD5;GAS6;SLC38A2
LINCS_L1000_Chem_Pert_down,LJP009 HA1E 24H-vorinostat-10,14/142,1.6541103814091652e-10,1.8612558774494202e-07,0,0,11.567876344086022,260.5385083001656,IFITM3;COL18A1;SPARC;TPM4;TPM1;ZFP36L1;COL1A1;COL1A2;IFI16;COL6A2;COL6A1;SERPINH1;IGFBP7;CD44
LINCS_L1000_Chem_Pert_down,LJP007 HA1E 24H-NVP-BGT226-1.11,14/142,1.6541103814091652e-10,1.8612558774494202e-07,0,0,11.567876344086022,260.5385083001656,IFITM3;PDIA3;IFITM2;SPARC;TPM4;TPM1;PDIA6;DCN;CNN3;COL1A1;COL1A2;CALD1;CPE;PPIB
