Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Peptide Chain Elongation R-HSA-156902	43/86	3.769322e-64	2.819453e-61	0	0	1.258408e+02	1.837760e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;EEF2;EEF1A1;RPS25;RPL26;RPL29
Reactome_2022	Eukaryotic Translation Elongation R-HSA-156842	43/90	5.237213e-63	1.958718e-60	0	0	1.151076e+02	1.650724e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;EEF2;EEF1A1;RPS25;RPL26;RPL29
Reactome_2022	Selenocysteine Synthesis R-HSA-2408557	41/90	6.258996e-59	9.363458e-57	0	0	1.039393e+02	1.392979e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;RPS25;RPL26;RPL29
Reactome_2022	Eukaryotic Translation Termination R-HSA-72764	41/90	6.258996e-59	9.363458e-57	0	0	1.039393e+02	1.392979e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;RPS25;RPL26;RPL29
Reactome_2022	Viral mRNA Translation R-HSA-192823	41/90	6.258996e-59	9.363458e-57	0	0	1.039393e+02	1.392979e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;RPS25;RPL26;RPL29
Reactome_2022	Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	41/92	2.023310e-58	2.522393e-56	0	0	9.985313e+01	1.326501e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;RPS25;RPL26;RPL29
Reactome_2022	Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012	41/98	5.602159e-57	5.238019e-55	0	0	8.931513e+01	1.156847e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;RPS25;RPL26;RPL29
Reactome_2022	Formation Of A Pool Of Free 40S Subunits R-HSA-72689	41/98	5.602159e-57	5.238019e-55	0	0	8.931513e+01	1.156847e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;RPS25;RPL26;RPL29
Reactome_2022	L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	42/108	1.039138e-56	8.636395e-55	0	0	7.948101e+01	1.024561e+04	EIF4A2;RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;RPS25;RPL26;RPL29
Reactome_2022	GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706	42/109	1.677526e-56	1.254790e-54	0	0	7.829076e+01	1.005468e+04	EIF4A2;RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPL15;RPL18;RPS27A;RPS12;RPL19;RPL41;RPS7;RPS8;RPS5;RPS6;RPL13A;RPL35A;RPS3A;RPL23A;RPS25;RPL26;RPL29
