Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Ribosome	78/158	4.171163e-118	5.672782e-116	0	0	1.575984e+02	4.259519e+04	RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPS3A;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPS27L;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;FAU;RPS24;RPS23
KEGG_2021_Human	Coronavirus disease	78/232	1.392963e-101	9.472146e-100	0	0	8.156206e+01	1.894113e+04	RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPS19;RPL18A;RPL36AL;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPS10;RPL39;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPS3A;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPS27L;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;FAU;RPS24;RPS23
KEGG_2021_Human	Parkinson disease	30/249	7.863333e-24	3.564711e-22	0	0	1.577840e+01	8.394085e+02	UQCRB;NDUFB4;COX4I1;ATP5MC2;UQCR11;COX7A2;PARK7;COX5B;COX6A1;COX7C;PSMA7;UBB;RPS27A;COX8A;ATP5PF;ATP5PD;NDUFA1;NDUFC2;COX6C;ATP5F1D;ATP5F1E;COX6B1;SEM1;UQCRQ;NDUFS5;ATP5PO;CALM1;CALM2;UBA52;SLC25A6
KEGG_2021_Human	Oxidative phosphorylation	23/133	3.842729e-22	1.306528e-20	0	0	2.325989e+01	1.146961e+03	COX8A;ATP5PF;ATP6V0E1;ATP5PD;UQCRB;COX4I1;NDUFB4;ATP5MC2;NDUFA1;NDUFC2;COX7A2;UQCR11;COX6A1;COX5B;COX6C;COX7C;ATP5F1D;ATP5F1E;COX6B1;UQCRQ;NDUFS5;ATP5PO;ATP5MG
KEGG_2021_Human	Diabetic cardiomyopathy	23/203	7.292119e-18	1.983456e-16	0	0	1.416384e+01	5.589015e+02	COX8A;ATP5PF;ATP5PD;UQCRB;NDUFB4;COX4I1;ATP5MC2;NDUFA1;NDUFC2;UQCR11;COX7A2;COX6C;COX5B;COX6A1;ATP5F1D;COX7C;ATP5F1E;COX6B1;UQCRQ;NDUFS5;ATP5PO;GAPDH;SLC25A6
KEGG_2021_Human	Thermogenesis	24/232	1.135917e-17	2.574746e-16	0	0	1.284441e+01	5.011438e+02	COX8A;ATP5PF;ATP5PD;UQCRB;NDUFB4;COX4I1;RPS6;ATP5MC2;NDUFA1;NDUFC2;UQCR11;COX7A2;COX6C;COX5B;COX6A1;ATP5F1D;COX7C;ACTB;ATP5F1E;COX6B1;UQCRQ;NDUFS5;ATP5PO;ATP5MG
KEGG_2021_Human	Prion disease	25/273	4.290690e-17	8.336197e-16	0	0	1.126267e+01	4.244620e+02	UQCRB;NDUFB4;COX4I1;ATP5MC2;UQCR11;COX7A2;COX5B;COX6A1;COX7C;PSMA7;COX8A;ATP5PF;ATP5PD;NDUFA1;NDUFC2;COX6C;ATP5F1D;ATP5F1E;COX6B1;SOD1;SEM1;UQCRQ;NDUFS5;ATP5PO;SLC25A6
KEGG_2021_Human	Huntington disease	26/306	6.136308e-17	1.043172e-15	0	0	1.041708e+01	3.888666e+02	UQCRB;NDUFB4;COX4I1;ATP5MC2;UQCR11;COX7A2;COX5B;COX6A1;COX7C;PSMA7;POLR2L;COX8A;ATP5PF;ATP5PD;NDUFA1;NDUFC2;COX6C;ATP5F1D;ATP5F1E;COX6B1;SOD1;SEM1;UQCRQ;NDUFS5;ATP5PO;SLC25A6
KEGG_2021_Human	Pathways of neurodegeneration	31/475	9.348507e-17	1.412663e-15	0	0	7.996642e+00	2.951459e+02	UQCRB;NDUFB4;COX4I1;ATP5MC2;UQCR11;COX7A2;PARK7;COX5B;COX6A1;COX7C;PSMA7;UBB;RPS27A;COX8A;ATP5PF;ATP5PD;NDUFA1;NDUFC2;COX6C;ATP5F1D;ATP5F1E;COX6B1;SOD1;SEM1;UQCRQ;NDUFS5;ATP5PO;CALM1;CALM2;UBA52;SLC25A6
KEGG_2021_Human	Alzheimer disease	27/369	6.379435e-16	8.676032e-15	0	0	8.879525e+00	3.106793e+02	UQCRB;NDUFB4;COX4I1;ATP5MC2;UQCR11;COX7A2;COX5B;COX6A1;COX7C;PSMA7;COX8A;ATP5PF;ATP5PD;NDUFA1;NDUFC2;COX6C;ATP5F1D;ATP5F1E;COX6B1;SEM1;UQCRQ;NDUFS5;ATP5PO;CALM1;CALM2;GAPDH;SLC25A6
KEGG_2021_Human	Amyotrophic lateral sclerosis	26/364	4.081239e-15	5.045896e-14	0	0	8.603890e+00	2.850673e+02	UQCRB;NDUFB4;COX4I1;ATP5MC2;UQCR11;COX7A2;COX5B;COX6A1;COX7C;ACTB;PSMA7;COX8A;ATP5PF;ATP5PD;NDUFA1;NDUFC2;COX6C;ATP5F1D;ATP5F1E;COX6B1;SOD1;SEM1;UQCRQ;NDUFS5;ATP5PO;PFN1
KEGG_2021_Human	Non-alcoholic fatty liver disease	15/155	4.706728e-11	5.334292e-10	0	0	1.138610e+01	2.707551e+02	COX8A;UQCRB;COX4I1;NDUFB4;NDUFA1;NDUFC2;COX7A2;UQCR11;COX6A1;COX5B;COX6C;COX7C;COX6B1;UQCRQ;NDUFS5
KEGG_2021_Human	Cardiac muscle contraction	11/87	1.095541e-09	1.146105e-08	0	0	1.510471e+01	3.116406e+02	COX8A;UQCRB;UQCRQ;COX4I1;COX7A2;UQCR11;COX6A1;COX5B;COX6C;COX7C;COX6B1
KEGG_2021_Human	Shigellosis	11/246	3.927106e-05	3.814903e-04	0	0	4.845548e+00	4.915819e+01	UBB;ARPC3;PFN1;RPS27A;UBA52;ACTB;MYL12A;H3-3A;SEPTIN7;MYL12B;SKP1
KEGG_2021_Human	Salmonella infection	10/249	2.125507e-04	1.927126e-03	0	0	4.307641e+00	3.642684e+01	ARPC3;RPS3;BRK1;PFN1;GAPDH;ACTB;MYL12A;MYL12B;S100A10;SKP1
KEGG_2021_Human	Regulation of actin cytoskeleton	8/218	1.618125e-03	1.375406e-02	0	0	3.886905e+00	2.497914e+01	GSN;ARPC3;TMSB4X;BRK1;PFN1;ACTB;MYL12A;MYL12B
KEGG_2021_Human	Mitophagy	4/68	4.798605e-03	3.838884e-02	0	0	6.293367e+00	3.360299e+01	UBB;TOMM7;RPS27A;UBA52
KEGG_2021_Human	Ferroptosis	3/41	7.942344e-03	6.000882e-02	0	0	7.919583e+00	3.829552e+01	GPX4;FTH1;FTL
KEGG_2021_Human	Proteasome	3/46	1.090603e-02	7.806422e-02	0	0	6.996931e+00	3.161521e+01	SEM1;PSME1;PSMA7
KEGG_2021_Human	Fluid shear stress and atherosclerosis	5/139	1.301515e-02	8.672113e-02	0	0	3.763108e+00	1.633806e+01	MGST3;SUMO2;CALM1;CALM2;ACTB
KEGG_2021_Human	Ubiquitin mediated proteolysis	5/140	1.339076e-02	8.672113e-02	0	0	3.735043e+00	1.610995e+01	UBB;ELOB;RPS27A;UBA52;SKP1
KEGG_2021_Human	Protein export	2/23	2.193049e-02	1.298963e-01	0	0	9.513709e+00	3.634120e+01	SPCS1;SRP14
KEGG_2021_Human	Necroptosis	5/159	2.196776e-02	1.298963e-01	0	0	3.271062e+00	1.248950e+01	FTH1;HMGB1;PPIA;FTL;SLC25A6
KEGG_2021_Human	HIF-1 signaling pathway	4/109	2.394210e-02	1.356719e-01	0	0	3.827988e+00	1.428650e+01	RPS6;ELOB;TIMP1;GAPDH
KEGG_2021_Human	Leukocyte transendothelial migration	4/114	2.764671e-02	1.446415e-01	0	0	3.653061e+00	1.310809e+01	ACTB;MYL12A;CD99;MYL12B
KEGG_2021_Human	Tight junction	5/169	2.765205e-02	1.446415e-01	0	0	3.070044e+00	1.101549e+01	MYL6;ARPC3;ACTB;MYL12A;MYL12B
KEGG_2021_Human	Phototransduction	2/28	3.171810e-02	1.597652e-01	0	0	7.682207e+00	2.651028e+01	CALM1;CALM2
KEGG_2021_Human	Gastric acid secretion	3/76	4.068389e-02	1.976075e-01	0	0	4.115221e+00	1.317662e+01	CALM1;CALM2;ACTB
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	5/193	4.484971e-02	2.103297e-01	0	0	2.674850e+00	8.303906e+00	UBB;CALM1;RPS27A;UBA52;CALM2
