Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Activation (GO:0051250)	7/23	1.926685e-09	3.398673e-06	0	0	4.484715e+01	8.999686e+02	LGALS3;LAPTM5;TNFAIP3;CTSG;LAX1;SAMSN1;PAG1
GO_Biological_Process_2023	Negative Regulation Of B Cell Activation (GO:0050869)	5/20	1.305136e-06	8.573290e-04	0	0	3.382051e+01	4.582410e+02	TYROBP;ID2;LAPTM5;TNFAIP3;SAMSN1
GO_Biological_Process_2023	Mast Cell Activation Involved In Immune Response (GO:0002279)	4/10	1.944057e-06	8.573290e-04	0	0	6.732653e+01	8.853933e+02	NR4A3;MRGPRX2;KIT;FCER1A
GO_Biological_Process_2023	Mast Cell Degranulation (GO:0043303)	4/10	1.944057e-06	8.573290e-04	0	0	6.732653e+01	8.853933e+02	NR4A3;MRGPRX2;KIT;FCER1A
GO_Biological_Process_2023	Regulation Of T Cell Activation (GO:0050863)	7/62	2.779761e-06	8.911282e-04	0	0	1.302073e+01	1.665760e+02	LGALS3;LAPTM5;CCL2;CTSG;B2M;LAX1;PAG1
GO_Biological_Process_2023	Mast Cell Mediated Immunity (GO:0002448)	4/11	3.031048e-06	8.911282e-04	0	0	5.770554e+01	7.332413e+02	NR4A3;MRGPRX2;KIT;FCER1A
GO_Biological_Process_2023	Response To Unfolded Protein (GO:0006986)	6/44	4.771806e-06	1.202495e-03	0	0	1.608410e+01	1.970751e+02	DNAJA1;DNAJB1;HSPA8;HSP90AB1;HSPH1;HSPE1
GO_Biological_Process_2023	Negative Regulation Of Cellular Component Organization (GO:0051129)	7/79	1.419722e-05	3.130487e-03	0	0	9.937824e+00	1.109306e+02	LGALS3;DNAJB1;HSPA8;DNAJB6;HSPA5;CLU;SVIP
GO_Biological_Process_2023	Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038)	4/19	3.343536e-05	6.553330e-03	0	0	2.691837e+01	2.774179e+02	LAPTM5;CTSG;LAX1;PAG1
GO_Biological_Process_2023	Angiotensin Maturation (GO:0002003)	3/8	5.316210e-05	8.488920e-03	0	0	6.028934e+01	5.933776e+02	CPA3;CMA1;CTSG
GO_Biological_Process_2023	Regulation Of Angiotensin Levels In Blood (GO:0002002)	3/8	5.316210e-05	8.488920e-03	0	0	6.028934e+01	5.933776e+02	CPA3;CMA1;CTSG
GO_Biological_Process_2023	Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	7/98	5.774775e-05	8.488920e-03	0	0	7.855321e+00	7.666342e+01	LGALS3;BIK;BTK;CAPG;LCP1;CLU;SKAP1
GO_Biological_Process_2023	Extracellular Matrix Disassembly (GO:0022617)	5/44	7.524121e-05	9.751864e-03	0	0	1.299211e+01	1.233576e+02	CMA1;CAPG;CTSG;LCP1;TPSAB1
GO_Biological_Process_2023	Myeloid Leukocyte Differentiation (GO:0002573)	6/71	7.739575e-05	9.751864e-03	0	0	9.390167e+00	8.889275e+01	IL1RL1;TYROBP;SOCS1;GPR183;KIT;LIF
GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	19/705	8.940780e-05	1.030220e-02	0	0	2.924843e+00	2.726627e+01	ANXA1;HSPA5;BIK;PLAUR;STK4;CLU;DNAJA1;MORF4L1;UBB;STK17B;KCNMA1;SAP18;EMILIN2;SGK1;PTMA;SQSTM1;CD44;CTNNBL1;BIRC3
GO_Biological_Process_2023	Cellular Component Disassembly (GO:0022411)	5/46	9.344399e-05	1.030220e-02	0	0	1.235710e+01	1.146510e+02	CMA1;CAPG;CTSG;LCP1;TPSAB1
GO_Biological_Process_2023	Regulation Of B Cell Activation (GO:0050864)	4/25	1.041140e-04	1.080335e-02	0	0	1.922157e+01	1.762623e+02	SH3KBP1;LAPTM5;TNFAIP3;SAMSN1
GO_Biological_Process_2023	Negative Regulation Of T Cell Activation (GO:0050868)	5/49	1.268748e-04	1.243373e-02	0	0	1.151282e+01	1.032966e+02	LGALS3;LAPTM5;CTSG;LAX1;PAG1
GO_Biological_Process_2023	Regulation Of Protein Ubiquitination (GO:0031396)	7/113	1.421318e-04	1.254211e-02	0	0	6.738586e+00	5.969549e+01	DNAJA1;HSP90AB1;UBB;LAPTM5;TNFAIP3;SQSTM1;BIRC3
